mid_x,mid_y
8.79689,-14.0
10.49689,-14.000295
12.19689,-14.000589999999999
13.896889999999999,-14.00089
15.59689,-14.001190000000001
17.296815,-14.01511
18.99672,-14.033169999999998
20.69668,-14.034955
22.39603,-13.991355
24.095534999999998,-14.02788
25.793689999999998,-13.981635
27.41445,-13.511980000000001
28.631194999999998,-12.342845
29.03853,-10.747805
28.167535,-9.308818500000001
26.80327,-8.3138845
25.147505000000002,-7.963936
23.448375,-7.954620499999999
21.749265,-8.0068245
20.049770000000002,-7.9684645
18.349815,-7.959486500000001
16.649875,-7.9738965
14.949935,-7.988462
13.24999,-8.0012845
11.550045,-8.013774999999999
9.8501045,-8.026762999999999
8.150445999999999,-7.99946
6.4509395000000005,-8.015111
4.7518975,-8.0718635
3.0525575,-8.0488825
1.3729083,-7.803734
-0.16101139999999997,-7.099924
-1.22102095,-5.7909325
-1.0647305500000002,-4.173292
0.056703450000000044,-2.9096085
1.6177015,-2.2668421
3.2926159999999998,-1.9798436
4.989877,-1.9089329
6.6889275,-1.9639629
8.388332,-1.9995878
10.088335,-1.9997034500000002
11.788325,-1.999819
13.488330000000001,-1.99993415
15.1883,-2.0055978999999997
16.88825,-2.01857835
18.588205000000002,-2.0276477
20.287914999999998,-2.00160485
21.987070000000003,-2.03139715
23.68566,-2.09889575
25.38342,-2.039176
27.02505,-1.625616
28.36027,-0.5939840000000001
29.131709999999998,0.8940442000000001
28.499090000000002,2.415152
27.17399,3.468917
25.56137,3.968572
23.864275,4.0387165
22.164879999999997,3.9942655
20.465335000000003,4.026043
18.765385000000002,4.0340955
17.06545,4.0194030000000005
15.36552,4.0047115
13.66553,3.9998955
11.96554,3.999701
10.265545,3.9995065
8.565549,3.9993125000000003
6.8657354999999995,3.9753435
5.165927,3.9511130000000003
3.4662100000000002,3.9718025
1.767547,4.0323535
0.07221499999999999,4.1379595
-1.4902902,4.7536445
-2.6111649999999997,6.0176735
-2.7690235,7.637584500000001
-1.7129539999999999,8.952427
-0.2223943,9.7324965
1.4627025,9.936108
3.161068,10.007744500000001
4.860183,10.053552
6.559993499999999,10.0303835
8.259755,10.0021675
9.9597445,9.999832999999999
11.659745000000001,9.9994075
13.359729999999999,9.9989865
15.05973,9.9975025
16.75964,9.980811500000002
18.45954,9.9641255
20.159489999999998,9.9688745
21.858915,10.008283500000001
23.557875,9.951222999999999
25.257295,9.9372705
26.934730000000002,10.1855185
28.380164999999998,11.0421765
29.293335,12.4583
28.980895,14.057085
27.753085,15.220334999999999
26.201065,15.88363
24.5116,16.047705
22.812065,16.017715
21.112569999999998,16.00388
19.41288,16.032420000000002
17.71293,16.02686
16.01298,16.01239
14.313025,15.99949
12.613215,15.976205
10.913485000000001,15.947015
9.213547,15.94306
7.5152540000000005,16.013460000000002
5.8155874999999995,16.02533
4.115674,16.02345
2.4221120000000003,16.15711
0.7972934,16.634075
-0.43620139999999996,17.763225
-0.9569249,19.373225
-1.1650206,21.059939999999997
-1.3652398000000001,22.747729999999997
-1.85019725,24.37019
-2.977685,25.622135
-4.4495095,26.464355
-6.0892215,26.882015000000003
-7.7617295,26.63283
-9.3023515,25.92502
-10.5444345,24.782745
-11.233739,23.236915
-11.538515,21.566485
-11.639675,19.869954999999997
-11.65478,18.170074999999997
-11.67821,16.47036
-11.79604,14.774595000000001
-11.88415,13.07693
-11.938839999999999,11.377855
-11.985405,9.678502
-12.031965,7.9791375
-12.06568,6.2794965000000005
-12.09206,4.5797145
-12.118445,2.8799165
-12.147495,1.1801724999999998
-12.212695,-0.5184099
-12.328935,-2.21442
-12.419615,-3.911862
-12.39058,-5.610898499999999
-12.283745,-7.307453
-12.010819999999999,-8.983241499999998
-11.27082,-10.500658
-10.110520999999999,-11.73907
-8.749443,-12.754445
-7.224802,-13.49792
-5.5699635,-13.875914999999999
-3.8765834999999997,-14.017315
-2.1768384999999997,-14.033585
-0.47714080000000003,-14.00207
1.2226865,-13.993275
2.9222789999999996,-14.028165
4.622252,-14.02549
6.3222355,-14.014835
8.0222185,-14.00417
